section,metric,month,value,month_date
National Category,Care Home Needs Assessment & Personalised Care and Support Planning,Oct-25,52673.0,2025-10-01
National Category,Care Home Needs Assessment & Personalised Care and Support Planning,Nov-25,0.00145698476912125,2025-11-01
National Category,Care Home Needs Assessment & Personalised Care and Support Planning,Nov-25,45376.0,2025-11-01
National Category,Care Home Needs Assessment & Personalised Care and Support Planning,Dec-25,0.00150791656195024,2025-12-01
National Category,Care Home Needs Assessment & Personalised Care and Support Planning,Dec-25,46542.0,2025-12-01
National Category,Care Home Visit,Feb-21,,2021-02-01
National Category,Care Home Visit,Feb-21,,2021-02-01
National Category,Care Home Visit,Mar-21,,2021-03-01
National Category,Care Home Visit,Mar-21,,2021-03-01
National Category,Care Home Visit,Apr-21,,2021-04-01
National Category,Care Home Visit,Apr-21,,2021-04-01
National Category,Care Home Visit,May-21,,2021-05-01
National Category,Care Home Visit,May-21,,2021-05-01
National Category,Care Home Visit,Jun-21,,2021-06-01
National Category,Care Home Visit,Jun-21,,2021-06-01
National Category,Care Home Visit,Jul-21,,2021-07-01
National Category,Care Home Visit,Jul-21,,2021-07-01
National Category,Care Home Visit,Aug-21,0.00199491274819386,2021-08-01
National Category,Care Home Visit,Aug-21,47583.0,2021-08-01
National Category,Care Home Visit,Sep-21,0.00187637823204915,2021-09-01
National Category,Care Home Visit,Sep-21,53519.0,2021-09-01
National Category,Care Home Visit,Oct-21,0.00177248199023266,2021-10-01
National Category,Care Home Visit,Oct-21,53713.0,2021-10-01
National Category,Care Home Visit,Nov-21,0.0020330819827088,2021-11-01
National Category,Care Home Visit,Nov-21,61816.0,2021-11-01
National Category,Care Home Visit,Dec-21,0.00219682956484716,2021-12-01
National Category,Care Home Visit,Dec-21,55230.0,2021-12-01
National Category,Care Home Visit,Jan-22,0.00217901178655795,2022-01-01
National Category,Care Home Visit,Jan-22,55860.0,2022-01-01
National Category,Care Home Visit,Feb-22,0.00217225143816313,2022-02-01
National Category,Care Home Visit,Feb-22,55078.0,2022-02-01
National Category,Care Home Visit,Mar-22,0.00221027088514738,2022-03-01
National Category,Care Home Visit,Mar-22,65413.0,2022-03-01
National Category,Care Home Visit,Apr-22,0.00224628087146414,2022-04-01
National Category,Care Home Visit,Apr-22,53715.0,2022-04-01
National Category,Care Home Visit,May-22,0.00235696656083242,2022-05-01
National Category,Care Home Visit,May-22,64806.0,2022-05-01
National Category,Care Home Visit,Jun-22,0.00238293326362042,2022-06-01
National Category,Care Home Visit,Jun-22,61546.0,2022-06-01
National Category,Care Home Visit,Jul-22,0.00229967908986776,2022-07-01
National Category,Care Home Visit,Jul-22,59597.0,2022-07-01
National Category,Care Home Visit,Aug-22,0.00251599555708542,2022-08-01
National Category,Care Home Visit,Aug-22,66646.0,2022-08-01
National Category,Care Home Visit,Sep-22,0.00234546746223364,2022-09-01
National Category,Care Home Visit,Sep-22,66291.0,2022-09-01
National Category,Care Home Visit,Oct-22,0.00209333635790599,2022-10-01
National Category,Care Home Visit,Oct-22,66987.0,2022-10-01
National Category,Care Home Visit,Nov-22,0.00229053737450294,2022-11-01
National Category,Care Home Visit,Nov-22,71565.0,2022-11-01
National Category,Care Home Visit,Dec-22,0.0023761472877297,2022-12-01
National Category,Care Home Visit,Dec-22,63597.0,2022-12-01
National Category,Care Home Visit,Jan-23,0.00245571631962711,2023-01-01
National Category,Care Home Visit,Jan-23,72331.0,2023-01-01
National Category,Care Home Visit,Feb-23,0.00228281683512964,2023-02-01
National Category,Care Home Visit,Feb-23,62249.0,2023-02-01
National Category,Care Home Visit,Mar-23,0.00223177046295649,2023-03-01
National Category,Care Home Visit,Mar-23,70378.0,2023-03-01
National Category,Care Home Visit,Apr-23,0.00243910535974828,2023-04-01
National Category,Care Home Visit,Apr-23,58925.0,2023-04-01
National Category,Care Home Visit,May-23,0.00261674770544247,2023-05-01
National Category,Care Home Visit,May-23,72446.0,2023-05-01
National Category,Care Home Visit,Jun-23,0.00260029434598513,2023-06-01
National Category,Care Home Visit,Jun-23,76433.0,2023-06-01
National Category,Care Home Visit,Jul-23,0.00266064054498771,2023-07-01
National Category,Care Home Visit,Jul-23,73863.0,2023-07-01
National Category,Care Home Visit,Jul-23,0.00271347197787117,2023-07-01
National Category,Care Home Visit,Jul-23,75323.0,2023-07-01
National Category,Care Home Visit,Aug-23,0.00302697748331068,2023-08-01
National Category,Care Home Visit,Aug-23,85351.0,2023-08-01
National Category,Care Home Visit,Sep-23,0.0026949488446191,2023-09-01
National Category,Care Home Visit,Sep-23,83817.0,2023-09-01
National Category,Care Home Visit,Oct-23,0.00279038182962903,2023-10-01
National Category,Care Home Visit,Oct-23,95439.0,2023-10-01
National Category,Care Home Visit,Nov-23,0.00299648538612526,2023-11-01
National Category,Care Home Visit,Nov-23,94256.0,2023-11-01
National Category,Care Home Visit,Dec-23,0.00309542480413996,2023-12-01
National Category,Care Home Visit,Dec-23,79776.0,2023-12-01
National Category,Care Home Visit,Jan-24,0.00324886833097107,2024-01-01
National Category,Care Home Visit,Jan-24,105299.0,2024-01-01
National Category,Care Home Visit,Feb-24,0.00324588082991615,2024-02-01
National Category,Care Home Visit,Feb-24,99066.0,2024-02-01
National Category,Care Home Visit,Mar-24,0.00321730337013172,2024-03-01
National Category,Care Home Visit,Mar-24,94956.0,2024-03-01
National Category,Care Home Visit,Apr-24,0.00339986086796819,2024-04-01
National Category,Care Home Visit,Apr-24,102334.0,2024-04-01
National Category,Care Home Visit,May-24,0.00352134358407721,2024-05-01
National Category,Care Home Visit,May-24,105907.0,2024-05-01
National Category,Care Home Visit,Jun-24,0.00343021649104644,2024-06-01
National Category,Care Home Visit,Jun-24,96494.0,2024-06-01
National Category,Care Home Visit,Jul-24,0.0034504706269745,2024-07-01
National Category,Care Home Visit,Jul-24,107648.0,2024-07-01
National Category,Care Home Visit,Aug-24,0.00358713760862169,2024-08-01
National Category,Care Home Visit,Aug-24,98698.0,2024-08-01
National Category,Care Home Visit,Sep-24,0.00337523761799379,2024-09-01
National Category,Care Home Visit,Sep-24,100818.0,2024-09-01
National Category,Care Home Visit,Oct-24,0.00314769687847053,2024-10-01
National Category,Care Home Visit,Oct-24,121229.0,2024-10-01
National Category,Care Home Visit,Nov-24,0.00331808680398343,2024-11-01
National Category,Care Home Visit,Nov-24,104393.0,2024-11-01
National Category,Care Home Visit,Dec-24,0.0035094855717474,2024-12-01
National Category,Care Home Visit,Dec-24,99217.0,2024-12-01
National Category,Care Home Visit,Jan-25,0.00350293522555943,2025-01-01
National Category,Care Home Visit,Jan-25,115548.0,2025-01-01
National Category,Care Home Visit,Feb-25,0.00339025942432112,2025-02-01
National Category,Care Home Visit,Feb-25,100451.0,2025-02-01
National Category,Care Home Visit,Mar-25,0.00334280738586241,2025-03-01
National Category,Care Home Visit,Mar-25,104780.0,2025-03-01
National Category,Care Home Visit,Apr-25,0.00373623670830337,2025-04-01
National Category,Care Home Visit,Apr-25,109252.0,2025-04-01
National Category,Care Home Visit,May-25,0.00357154873311814,2025-05-01
National Category,Care Home Visit,May-25,104030.0,2025-05-01
National Category,Care Home Visit,Jun-25,0.00350175804239359,2025-06-01
National Category,Care Home Visit,Jun-25,106812.0,2025-06-01
National Category,Care Home Visit,Jul-25,0.00365032303026652,2025-07-01
National Category,Care Home Visit,Jul-25,118721.0,2025-07-01
National Category,Care Home Visit,Aug-25,0.00358449991512592,2025-08-01
National Category,Care Home Visit,Aug-25,97453.0,2025-08-01
National Category,Care Home Visit,Sep-25,0.00357636681331975,2025-09-01
National Category,Care Home Visit,Sep-25,114799.0,2025-09-01
National Category,Care Home Visit,Oct-25,0.00322739542880703,2025-10-01
National Category,Care Home Visit,Oct-25,126984.0,2025-10-01
National Category,Care Home Visit,Nov-25,0.00350480999876348,2025-11-01
National Category,Care Home Visit,Nov-25,109153.0,2025-11-01
National Category,Care Home Visit,Dec-25,0.00371118152432538,2025-12-01
National Category,Care Home Visit,Dec-25,114546.0,2025-12-01
Context Type,Care Related Encounter,Feb-21,,2021-02-01
Context Type,Care Related Encounter,Feb-21,,2021-02-01
Context Type,Care Related Encounter,Mar-21,,2021-03-01
Context Type,Care Related Encounter,Mar-21,,2021-03-01
Context Type,Care Related Encounter,Apr-21,,2021-04-01
Context Type,Care Related Encounter,Apr-21,,2021-04-01
Context Type,Care Related Encounter,May-21,,2021-05-01
Context Type,Care Related Encounter,May-21,,2021-05-01
Context Type,Care Related Encounter,Jun-21,,2021-06-01
Context Type,Care Related Encounter,Jun-21,,2021-06-01
Context Type,Care Related Encounter,Jul-21,,2021-07-01
Context Type,Care Related Encounter,Jul-21,,2021-07-01
Context Type,Care Related Encounter,Aug-21,0.861330903589447,2021-08-01
Context Type,Care Related Encounter,Aug-21,20544612.0,2021-08-01
Context Type,Care Related Encounter,Sep-21,0.867520944253802,2021-09-01
Context Type,Care Related Encounter,Sep-21,24743867.0,2021-09-01
Context Type,Care Related Encounter,Oct-21,0.87408236858742,2021-10-01
Context Type,Care Related Encounter,Oct-21,26488047.0,2021-10-01
Context Type,Care Related Encounter,Nov-21,0.876534275369206,2021-11-01
Context Type,Care Related Encounter,Nov-21,26651086.0,2021-11-01
Context Type,Care Related Encounter,Dec-21,0.87902044073739,2021-12-01
Context Type,Care Related Encounter,Dec-21,22099256.0,2021-12-01
Context Type,Care Related Encounter,Jan-22,0.887122391417455,2022-01-01
Context Type,Care Related Encounter,Jan-22,22741803.0,2022-01-01
Context Type,Care Related Encounter,Feb-22,0.887556980287325,2022-02-01
Context Type,Care Related Encounter,Feb-22,22504238.0,2022-02-01
Context Type,Care Related Encounter,Mar-22,0.887364037490773,2022-03-01
Context Type,Care Related Encounter,Mar-22,26261552.0,2022-03-01
Context Type,Care Related Encounter,Apr-22,0.885138540517529,2022-04-01
Context Type,Care Related Encounter,Apr-22,21166194.0,2022-04-01
Context Type,Care Related Encounter,May-22,0.887288001303195,2022-05-01
Context Type,Care Related Encounter,May-22,24396437.0,2022-05-01
Context Type,Care Related Encounter,Jun-22,0.886229552677902,2022-06-01
Context Type,Care Related Encounter,Jun-22,22889388.0,2022-06-01
Context Type,Care Related Encounter,Jul-22,0.886193031119967,2022-07-01
Context Type,Care Related Encounter,Jul-22,22966007.0,2022-07-01
Context Type,Care Related Encounter,Aug-22,0.887745811286063,2022-08-01
Context Type,Care Related Encounter,Aug-22,23515426.0,2022-08-01
Context Type,Care Related Encounter,Sep-22,0.888814560459341,2022-09-01
Context Type,Care Related Encounter,Sep-22,25120965.0,2022-09-01
Context Type,Care Related Encounter,Oct-22,0.891113290756192,2022-10-01
Context Type,Care Related Encounter,Oct-22,28515726.0,2022-10-01
Context Type,Care Related Encounter,Nov-22,0.886353531073085,2022-11-01
Context Type,Care Related Encounter,Nov-22,27693017.0,2022-11-01
Context Type,Care Related Encounter,Dec-22,0.890044388599858,2022-12-01
Context Type,Care Related Encounter,Dec-22,23821820.0,2022-12-01
Context Type,Care Related Encounter,Jan-23,0.893942531328793,2023-01-01
Context Type,Care Related Encounter,Jan-23,26330304.0,2023-01-01
Context Type,Care Related Encounter,Feb-23,0.892624509214,2023-02-01
Context Type,Care Related Encounter,Feb-23,24340535.0,2023-02-01
Context Type,Care Related Encounter,Mar-23,0.892629224307709,2023-03-01
Context Type,Care Related Encounter,Mar-23,28148710.0,2023-03-01
Context Type,Care Related Encounter,Apr-23,0.89306771693281,2023-04-01
Context Type,Care Related Encounter,Apr-23,21575130.0,2023-04-01
Context Type,Care Related Encounter,May-23,0.893331537448179,2023-05-01
Context Type,Care Related Encounter,May-23,24732341.0,2023-05-01
Context Type,Care Related Encounter,Jun-23,0.894491048847417,2023-06-01
Context Type,Care Related Encounter,Jun-23,26292652.0,2023-06-01
Context Type,Care Related Encounter,Jul-23,0.893694833394329,2023-07-01
Context Type,Care Related Encounter,Jul-23,24810184.0,2023-07-01
Context Type,Care Related Encounter,Jul-23,0.894314872191806,2023-07-01
Context Type,Care Related Encounter,Jul-23,24825198.0,2023-07-01
Context Type,Care Related Encounter,Aug-23,0.892857885089975,2023-08-01
Context Type,Care Related Encounter,Aug-23,25175712.0,2023-08-01
Context Type,Care Related Encounter,Sep-23,0.898653306890037,2023-09-01
Context Type,Care Related Encounter,Sep-23,27949482.0,2023-09-01
Context Type,Care Related Encounter,Oct-23,0.89721258868341,2023-10-01
Context Type,Care Related Encounter,Oct-23,30687224.0,2023-10-01
Context Type,Care Related Encounter,Nov-23,0.891323074062872,2023-11-01
Context Type,Care Related Encounter,Nov-23,28037029.0,2023-11-01
Context Type,Care Related Encounter,Dec-23,0.889369138797846,2023-12-01
Context Type,Care Related Encounter,Dec-23,22921026.0,2023-12-01
Context Type,Care Related Encounter,Jan-24,0.890429378588946,2024-01-01
Context Type,Care Related Encounter,Jan-24,28859687.0,2024-01-01
Context Type,Care Related Encounter,Feb-24,0.889935492271448,2024-02-01
Context Type,Care Related Encounter,Feb-24,27161302.0,2024-02-01
Context Type,Care Related Encounter,Mar-24,0.888856290597889,2024-03-01
Context Type,Care Related Encounter,Mar-24,26233845.0,2024-03-01
Context Type,Care Related Encounter,Apr-24,0.888766036953412,2024-04-01
Context Type,Care Related Encounter,Apr-24,26751384.0,2024-04-01
Context Type,Care Related Encounter,May-24,0.885705905916982,2024-05-01
Context Type,Care Related Encounter,May-24,26638257.0,2024-05-01
Context Type,Care Related Encounter,Jun-24,0.884903179763123,2024-06-01
Context Type,Care Related Encounter,Jun-24,24892845.0,2024-06-01
Context Type,Care Related Encounter,Jul-24,0.884368366074522,2024-07-01
Context Type,Care Related Encounter,Jul-24,27590580.0,2024-07-01
Context Type,Care Related Encounter,Aug-24,0.881267664148581,2024-08-01
Context Type,Care Related Encounter,Aug-24,24247566.0,2024-08-01
Context Type,Care Related Encounter,Sep-24,0.880759381259333,2024-09-01
Context Type,Care Related Encounter,Sep-24,26308192.0,2024-09-01
Context Type,Care Related Encounter,Oct-24,0.885412658337755,2024-10-01
Context Type,Care Related Encounter,Oct-24,34100390.0,2024-10-01
Context Type,Care Related Encounter,Nov-24,0.874331367828387,2024-11-01
Context Type,Care Related Encounter,Nov-24,27508043.0,2024-11-01
Context Type,Care Related Encounter,Dec-24,0.871041889251195,2024-12-01
Context Type,Care Related Encounter,Dec-24,24625308.0,2024-12-01
Context Type,Care Related Encounter,Jan-25,0.877096988663481,2025-01-01
Context Type,Care Related Encounter,Jan-25,28931966.0,2025-01-01
Context Type,Care Related Encounter,Feb-25,0.878517025851711,2025-02-01
Context Type,Care Related Encounter,Feb-25,26029841.0,2025-02-01
Context Type,Care Related Encounter,Mar-25,0.878660973068324,2025-03-01
Context Type,Care Related Encounter,Mar-25,27541550.0,2025-03-01
Context Type,Care Related Encounter,Apr-25,0.877266101500391,2025-04-01
Context Type,Care Related Encounter,Apr-25,25652303.0,2025-04-01
Context Type,Care Related Encounter,May-25,0.876806905657968,2025-05-01
Context Type,Care Related Encounter,May-25,25539123.0,2025-05-01
Context Type,Care Related Encounter,Jun-25,0.877652091099869,2025-06-01
Context Type,Care Related Encounter,Jun-25,26770489.0,2025-06-01
Context Type,Care Related Encounter,Jul-25,0.875985132315255,2025-07-01
Context Type,Care Related Encounter,Jul-25,28490035.0,2025-07-01
Context Type,Care Related Encounter,Aug-25,0.87431916368412,2025-08-01
Context Type,Care Related Encounter,Aug-25,23770408.0,2025-08-01
Context Type,Care Related Encounter,Sep-25,0.875728457436004,2025-09-01
Context Type,Care Related Encounter,Sep-25,28110302.0,2025-09-01
Context Type,Care Related Encounter,Oct-25,0.884082409192841,2025-10-01
Context Type,Care Related Encounter,Oct-25,34784805.0,2025-10-01
Context Type,Care Related Encounter,Nov-25,0.872730055714833,2025-11-01
Context Type,Care Related Encounter,Nov-25,27180105.0,2025-11-01
Context Type,Care Related Encounter,Dec-25,26861141.0,2025-12-01
Context Type,Care Related Encounter,Dec-25,0.870275436955451,2025-12-01
National Category,Care Related Encounter but does not fit into any other category,Feb-21,,2021-02-01
National Category,Care Related Encounter but does not fit into any other category,Feb-21,,2021-02-01
National Category,Care Related Encounter but does not fit into any other category,Mar-21,,2021-03-01
National Category,Care Related Encounter but does not fit into any other category,Mar-21,,2021-03-01
National Category,Care Related Encounter but does not fit into any other category,Apr-21,,2021-04-01
National Category,Care Related Encounter but does not fit into any other category,Apr-21,,2021-04-01
National Category,Care Related Encounter but does not fit into any other category,May-21,,2021-05-01
National Category,Care Related Encounter but does not fit into any other category,May-21,,2021-05-01
National Category,Care Related Encounter but does not fit into any other category,Jun-21,,2021-06-01
National Category,Care Related Encounter but does not fit into any other category,Jun-21,,2021-06-01
National Category,Care Related Encounter but does not fit into any other category,Jul-21,,2021-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-21,,2021-07-01
National Category,Care Related Encounter but does not fit into any other category,Aug-21,0.0121321031951347,2021-08-01
National Category,Care Related Encounter but does not fit into any other category,Aug-21,289377.0,2021-08-01
National Category,Care Related Encounter but does not fit into any other category,Sep-21,0.0119069502355351,2021-09-01
National Category,Care Related Encounter but does not fit into any other category,Sep-21,339616.0,2021-09-01
National Category,Care Related Encounter but does not fit into any other category,Oct-21,0.0119736004361692,2021-10-01
National Category,Care Related Encounter but does not fit into any other category,Oct-21,362846.0,2021-10-01
National Category,Care Related Encounter but does not fit into any other category,Nov-21,0.0121133745128691,2021-11-01
National Category,Care Related Encounter but does not fit into any other category,Nov-21,368308.0,2021-11-01
National Category,Care Related Encounter but does not fit into any other category,Dec-21,0.0119584216493556,2021-12-01
National Category,Care Related Encounter but does not fit into any other category,Dec-21,300644.0,2021-12-01
National Category,Care Related Encounter but does not fit into any other category,Jan-22,0.0116969165461891,2022-01-01
National Category,Care Related Encounter but does not fit into any other category,Jan-22,299856.0,2022-01-01
National Category,Care Related Encounter but does not fit into any other category,Feb-22,0.011564346017355,2022-02-01
National Category,Care Related Encounter but does not fit into any other category,Feb-22,293217.0,2022-02-01
National Category,Care Related Encounter but does not fit into any other category,Mar-22,0.0112401700083612,2022-03-01
National Category,Care Related Encounter but does not fit into any other category,Mar-22,332653.0,2022-03-01
National Category,Care Related Encounter but does not fit into any other category,Apr-22,0.0109566986132148,2022-04-01
National Category,Care Related Encounter but does not fit into any other category,Apr-22,262006.0,2022-04-01
National Category,Care Related Encounter but does not fit into any other category,May-22,0.0107359706826325,2022-05-01
National Category,Care Related Encounter but does not fit into any other category,May-22,295191.0,2022-05-01
National Category,Care Related Encounter but does not fit into any other category,Jun-22,0.0103595222394199,2022-06-01
National Category,Care Related Encounter but does not fit into any other category,Jun-22,267564.0,2022-06-01
National Category,Care Related Encounter but does not fit into any other category,Jul-22,0.0100789281103809,2022-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-22,261199.0,2022-07-01
National Category,Care Related Encounter but does not fit into any other category,Aug-22,0.0100859914323416,2022-08-01
National Category,Care Related Encounter but does not fit into any other category,Aug-22,267167.0,2022-08-01
National Category,Care Related Encounter but does not fit into any other category,Sep-22,0.00986507343813559,2022-09-01
National Category,Care Related Encounter but does not fit into any other category,Sep-22,278821.0,2022-09-01
National Category,Care Related Encounter but does not fit into any other category,Oct-22,0.00967671582909723,2022-10-01
National Category,Care Related Encounter but does not fit into any other category,Oct-22,309656.0,2022-10-01
National Category,Care Related Encounter but does not fit into any other category,Nov-22,0.00957570407659001,2022-11-01
National Category,Care Related Encounter but does not fit into any other category,Nov-22,299181.0,2022-11-01
National Category,Care Related Encounter but does not fit into any other category,Dec-22,0.00958895383126055,2022-12-01
National Category,Care Related Encounter but does not fit into any other category,Dec-22,256646.0,2022-12-01
National Category,Care Related Encounter but does not fit into any other category,Jan-23,0.00967748670942127,2023-01-01
National Category,Care Related Encounter but does not fit into any other category,Jan-23,285042.0,2023-01-01
National Category,Care Related Encounter but does not fit into any other category,Feb-23,0.00914443271255365,2023-02-01
National Category,Care Related Encounter but does not fit into any other category,Feb-23,249355.0,2023-02-01
National Category,Care Related Encounter but does not fit into any other category,Mar-23,0.00878254222623052,2023-03-01
National Category,Care Related Encounter but does not fit into any other category,Mar-23,276954.0,2023-03-01
National Category,Care Related Encounter but does not fit into any other category,Apr-23,0.00864078685849356,2023-04-01
National Category,Care Related Encounter but does not fit into any other category,Apr-23,208748.0,2023-04-01
National Category,Care Related Encounter but does not fit into any other category,May-23,0.00841411204531814,2023-05-01
National Category,Care Related Encounter but does not fit into any other category,May-23,232949.0,2023-05-01
National Category,Care Related Encounter but does not fit into any other category,Jun-23,0.00833350910628639,2023-06-01
National Category,Care Related Encounter but does not fit into any other category,Jun-23,244955.0,2023-06-01
National Category,Care Related Encounter but does not fit into any other category,Jul-23,0.0082177890420354,2023-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-23,228137.0,2023-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-23,0.00818530243686521,2023-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-23,227215.0,2023-07-01
National Category,Care Related Encounter but does not fit into any other category,Aug-23,0.00829474322133447,2023-08-01
National Category,Care Related Encounter but does not fit into any other category,Aug-23,233885.0,2023-08-01
National Category,Care Related Encounter but does not fit into any other category,Sep-23,0.00819091852687062,2023-09-01
National Category,Care Related Encounter but does not fit into any other category,Sep-23,254750.0,2023-09-01
National Category,Care Related Encounter but does not fit into any other category,Oct-23,0.00839614340865085,2023-10-01
National Category,Care Related Encounter but does not fit into any other category,Oct-23,287172.0,2023-10-01
National Category,Care Related Encounter but does not fit into any other category,Nov-23,0.00900484296586691,2023-11-01
National Category,Care Related Encounter but does not fit into any other category,Nov-23,283252.0,2023-11-01
National Category,Care Related Encounter but does not fit into any other category,Dec-23,0.00935902713890106,2023-12-01
National Category,Care Related Encounter but does not fit into any other category,Dec-23,241203.0,2023-12-01
National Category,Care Related Encounter but does not fit into any other category,Jan-24,0.00945352528393312,2024-01-01
National Category,Care Related Encounter but does not fit into any other category,Jan-24,306398.0,2024-01-01
National Category,Care Related Encounter but does not fit into any other category,Feb-24,0.00958240271654531,2024-02-01
National Category,Care Related Encounter but does not fit into any other category,Feb-24,292460.0,2024-02-01
National Category,Care Related Encounter but does not fit into any other category,Mar-24,0.00957113531749745,2024-03-01
National Category,Care Related Encounter but does not fit into any other category,Mar-24,282484.0,2024-03-01
National Category,Care Related Encounter but does not fit into any other category,Apr-24,0.00942362201961915,2024-04-01
National Category,Care Related Encounter but does not fit into any other category,Apr-24,283646.0,2024-04-01
National Category,Care Related Encounter but does not fit into any other category,May-24,0.0094195201075046,2024-05-01
National Category,Care Related Encounter but does not fit into any other category,May-24,283299.0,2024-05-01
National Category,Care Related Encounter but does not fit into any other category,Jun-24,0.00953122697124049,2024-06-01
National Category,Care Related Encounter but does not fit into any other category,Jun-24,268119.0,2024-06-01
National Category,Care Related Encounter but does not fit into any other category,Jul-24,0.00959732660325739,2024-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-24,299418.0,2024-07-01
National Category,Care Related Encounter but does not fit into any other category,Aug-24,0.00970658400648649,2024-08-01
National Category,Care Related Encounter but does not fit into any other category,Aug-24,267071.0,2024-08-01
National Category,Care Related Encounter but does not fit into any other category,Sep-24,0.0096123197210891,2024-09-01
National Category,Care Related Encounter but does not fit into any other category,Sep-24,287119.0,2024-09-01
National Category,Care Related Encounter but does not fit into any other category,Oct-24,0.00890831789201703,2024-10-01
National Category,Care Related Encounter but does not fit into any other category,Oct-24,343091.0,2024-10-01
National Category,Care Related Encounter but does not fit into any other category,Nov-24,0.00958533688706036,2024-11-01
National Category,Care Related Encounter but does not fit into any other category,Nov-24,301572.0,2024-11-01
National Category,Care Related Encounter but does not fit into any other category,Dec-24,0.00971639053952456,2024-12-01
National Category,Care Related Encounter but does not fit into any other category,Dec-24,274693.0,2024-12-01
National Category,Care Related Encounter but does not fit into any other category,Jan-25,0.00972104845166219,2025-01-01
National Category,Care Related Encounter but does not fit into any other category,Jan-25,320659.0,2025-01-01
National Category,Care Related Encounter but does not fit into any other category,Feb-25,0.00968160026481898,2025-02-01
National Category,Care Related Encounter but does not fit into any other category,Feb-25,286859.0,2025-02-01
National Category,Care Related Encounter but does not fit into any other category,Mar-25,0.00934384532149413,2025-03-01
National Category,Care Related Encounter but does not fit into any other category,Mar-25,292882.0,2025-03-01
National Category,Care Related Encounter but does not fit into any other category,Apr-25,0.00953665083648448,2025-04-01
National Category,Care Related Encounter but does not fit into any other category,Apr-25,278863.0,2025-04-01
National Category,Care Related Encounter but does not fit into any other category,May-25,0.00963758547787617,2025-05-01
National Category,Care Related Encounter but does not fit into any other category,May-25,280718.0,2025-05-01
National Category,Care Related Encounter but does not fit into any other category,Jun-25,0.00972258143811864,2025-06-01
National Category,Care Related Encounter but does not fit into any other category,Jun-25,296562.0,2025-06-01
National Category,Care Related Encounter but does not fit into any other category,Jul-25,0.00979755421192905,2025-07-01
National Category,Care Related Encounter but does not fit into any other category,Jul-25,318650.0,2025-07-01
National Category,Care Related Encounter but does not fit into any other category,Aug-25,0.00991601420293677,2025-08-01
National Category,Care Related Encounter but does not fit into any other category,Aug-25,269590.0,2025-08-01
National Category,Care Related Encounter but does not fit into any other category,Sep-25,0.00970415712025943,2025-09-01
National Category,Care Related Encounter but does not fit into any other category,Sep-25,311497.0,2025-09-01
National Category,Care Related Encounter but does not fit into any other category,Oct-25,0.00957909994594321,2025-10-01
National Category,Care Related Encounter but does not fit into any other category,Oct-25,376896.0,2025-10-01
National Category,Care Related Encounter but does not fit into any other category,Nov-25,0.00997750079783209,2025-11-01
National Category,Care Related Encounter but does not fit into any other category,Nov-25,310737.0,2025-11-01
National Category,Care Related Encounter but does not fit into any other category,Dec-25,0.0101191627320991,2025-12-01
National Category,Care Related Encounter but does not fit into any other category,Dec-25,312329.0,2025-12-01
National Category,Clinical Triage,Feb-21,,2021-02-01
National Category,Clinical Triage,Feb-21,,2021-02-01
National Category,Clinical Triage,Mar-21,,2021-03-01
National Category,Clinical Triage,Mar-21,,2021-03-01
National Category,Clinical Triage,Apr-21,,2021-04-01
National Category,Clinical Triage,Apr-21,,2021-04-01
National Category,Clinical Triage,May-21,,2021-05-01
National Category,Clinical Triage,May-21,,2021-05-01
National Category,Clinical Triage,Jun-21,,2021-06-01
National Category,Clinical Triage,Jun-21,,2021-06-01
National Category,Clinical Triage,Jul-21,,2021-07-01
National Category,Clinical Triage,Jul-21,,2021-07-01
National Category,Clinical Triage,Aug-21,0.155298526075467,2021-08-01
National Category,Clinical Triage,Aug-21,3704207.0,2021-08-01
National Category,Clinical Triage,Sep-21,0.144407462725656,2021-09-01
National Category,Clinical Triage,Sep-21,4118862.0,2021-09-01
National Category,Clinical Triage,Oct-21,0.130893041454755,2021-10-01
National Category,Clinical Triage,Oct-21,3966561.0,2021-10-01
National Category,Clinical Triage,Nov-21,0.137780870098309,2021-11-01
National Category,Clinical Triage,Nov-21,4189237.0,2021-11-01
National Category,Clinical Triage,Dec-21,0.144045474173112,2021-12-01
National Category,Clinical Triage,Dec-21,3621415.0,2021-12-01
National Category,Clinical Triage,Jan-22,0.147353897181694,2022-01-01
National Category,Clinical Triage,Jan-22,3777487.0,2022-01-01
National Category,Clinical Triage,Feb-22,0.143823096272726,2022-02-01
National Category,Clinical Triage,Feb-22,3646672.0,2022-02-01
National Category,Clinical Triage,Mar-22,0.140425135787226,2022-03-01
National Category,Clinical Triage,Mar-22,4155884.0,2022-03-01
National Category,Clinical Triage,Apr-22,0.138054795620432,2022-04-01
National Category,Clinical Triage,Apr-22,3301285.0,2022-04-01
National Category,Clinical Triage,May-22,0.133630176940519,2022-05-01
National Category,Clinical Triage,May-22,3674230.0,2022-05-01
National Category,Clinical Triage,Jun-22,0.131298786518357,2022-06-01
National Category,Clinical Triage,Jun-22,3391163.0,2022-06-01
National Category,Clinical Triage,Jul-22,0.127941214774021,2022-07-01
